timestamp,step_index,pv_now_kw,soc_now,load_requested_kw,load_served_kw,crit_requested_kw,crit_served_kw,curtailed_solar_kw,charge_kw,discharge_kw,served_task_ids,deferred_task_ids,risk_level,headline,explanation,reason_codes,kpi_CLSR,kpi_Blackout_minutes,kpi_SAR,kpi_Solar_utilization,kpi_Battery_throughput_kwh
2026-02-01T16:00:00+00:00,0,1.8888888888888886,0.6495231481481482,0.325,0.325,0.325,0.325,0.0,0.0,0.0,,,low,Use solar now: run heavy tasks,Solar is strong right now. Run high-power tasks within this window to reduce battery discharge later.,PV_SURPLUS,1.0,0.0,5.811965811965811,1.0,0.39097222222222217
2026-02-01T16:15:00+00:00,1,1.6940972222222226,0.6928778935185186,0.325,0.325,0.325,0.325,0.0,0.0,0.0,,,low,Use solar now: run heavy tasks,Solar is strong right now. Run high-power tasks within this window to reduce battery discharge later.,LOW_PV_FORECAST;PV_SURPLUS,1.0,0.0,5.512286324786325,1.0,0.7332465277777778
2026-02-01T16:30:00+00:00,2,1.4875,0.7296903935185186,0.325,0.325,0.325,0.325,0.0,0.0,0.0,,,low,Use solar now: run heavy tasks,Solar is strong right now. Run high-power tasks within this window to reduce battery discharge later.,LOW_PV_FORECAST;PV_SURPLUS,1.0,0.0,5.2004985754985755,1.0,1.0238715277777777
2026-02-01T16:45:00+00:00,3,1.2690972222222219,0.7595868055555557,0.325,0.325,0.325,0.325,0.0,0.0,0.0,,,low,Use solar now: run heavy tasks,Solar is strong right now. Run high-power tasks within this window to reduce battery discharge later.,LOW_PV_FORECAST;PV_SURPLUS,1.0,0.0,4.876602564102564,1.0,1.2598958333333332
2026-02-01T17:00:00+00:00,4,1.0388888888888894,0.7821932870370372,0.325,0.325,0.325,0.325,0.0,0.0,0.0,,,low,Use solar now: run heavy tasks,Solar is strong right now. Run high-power tasks within this window to reduce battery discharge later.,LOW_PV_FORECAST;PV_SURPLUS,1.0,0.0,4.540598290598291,1.0,1.4383680555555556
2026-02-01T17:15:00+00:00,5,0.796875,0.7971359953703705,0.325,0.325,0.325,0.325,0.0,0.0,0.0,,,low,Normal operation,Energy conditions are acceptable. You can use flexible appliances within recommended windows.,LOW_PV_FORECAST,1.0,0.0,4.192485754985755,1.0,1.5563368055555555
2026-02-01T17:30:00+00:00,6,0.5430555555555551,0.804041087962963,0.325,0.325,0.325,0.325,0.0,0.0,0.0,,,low,Normal operation,Energy conditions are acceptable. You can use flexible appliances within recommended windows.,LOW_PV_FORECAST,1.0,0.0,3.8322649572649574,1.0,1.6108506944444443
2026-02-01T17:45:00+00:00,7,0.27743055555555607,0.8023719846491228,0.325,0.325,0.325,0.325,0.0,0.0,0.0,,,low,Normal operation,Energy conditions are acceptable. You can use flexible appliances within recommended windows.,LOW_PV_FORECAST,1.0,0.0,3.4599358974358974,1.0,1.6227430555555553
2026-02-01T18:00:00+00:00,8,0.0,0.790968475877193,0.325,0.325,0.325,0.325,0.0,0.0,0.0,,,low,Normal operation,Energy conditions are acceptable. You can use flexible appliances within recommended windows.,LOW_PV_FORECAST,1.0,0.0,3.075498575498575,1.0,1.7039930555555554
2026-02-01T18:15:00+00:00,9,0.0,0.7795649671052631,0.325,0.325,0.325,0.325,0.0,0.0,0.0,,,low,Normal operation,Energy conditions are acceptable. You can use flexible appliances within recommended windows.,LOW_PV_FORECAST,1.0,0.0,2.7679487179487174,1.0,1.7852430555555554
2026-02-01T18:30:00+00:00,10,0.0,0.7681614583333333,0.325,0.325,0.325,0.325,0.0,0.0,0.0,,,low,Normal operation,Energy conditions are acceptable. You can use flexible appliances within recommended windows.,LOW_PV_FORECAST,1.0,0.0,2.516317016317016,1.0,1.8664930555555554
